year,date,team1,team2,team1_venue,team1_outcome,team1_score,team2_score
2018,2/6/18,Fresno St.,San Diego St.,H,W,79,61
2018,2/14/18,Fresno St.,San Jose St.,A,W,77,57
2018,2/17/18,Fresno St.,Colorado St.,H,W,86,65
2018,2/21/18,Fresno St.,UNLV,A,W,77,64
2018,2/24/18,Fresno St.,Wyoming,H,L,68,78
2018,2/26/18,Fresno St.,Air Force,A,W,54,48
2018,3/3/18,Fresno St.,New Mexico,A,L,86,95
2018,3/8/18,Fresno St.,San Diego St.,N,L,52,64
2018,11/11/17,Duquesne,St. Francis NY,H,W,80,70
2018,11/14/17,Duquesne,VMI,H,W,77,61
2018,11/19/17,Duquesne,Robert Morris,H,L,59,66
2018,11/27/17,Duquesne,Cornell,H,L,71,78
2018,12/1/17,Duquesne,Pittsburgh,N,L,64,76
2018,12/4/17,Duquesne,Maryland Eastern Sho,H,W,86,61
2018,12/6/17,Duquesne,Stetson,H,W,73,59
2018,12/9/17,Duquesne,Delaware St.,H,W,97,48
2018,12/13/17,Duquesne,Mississippi Valley S,H,W,73,49
2018,12/17/17,Duquesne,North Carolina A&T,H,W,74,58
2018,12/19/17,Duquesne,Lamar,H,W,65,64
2018,12/22/17,Duquesne,San Francisco,N,W,67,65
2018,12/23/17,Duquesne,Southern Illinois,N,L,64,74
2018,12/30/17,Duquesne,Dayton,H,W,70,62
2018,1/3/18,Duquesne,George Washington,H,W,69,52
2018,1/6/18,Duquesne,Fordham,A,W,64,41
2018,1/9/18,Duquesne,VCU,A,L,67,78
2018,1/13/18,Duquesne,La Salle,H,W,101,94
2018,1/17/18,Duquesne,Saint Louis,A,L,63,76
2018,1/20/18,Duquesne,George Mason,H,W,95,89
2018,1/24/18,Duquesne,Richmond,H,L,73,77
2018,1/27/18,Duquesne,Rhode Island,A,L,58,61
2018,1/31/18,Duquesne,George Washington,A,W,75,73
2018,2/3/18,Duquesne,St. Bonaventure,H,L,81,84
2018,2/7/18,Duquesne,Dayton,A,L,73,88
2018,2/10/18,Duquesne,Fordham,H,L,57,80
2018,2/17/18,Duquesne,Saint Joseph's,A,L,75,82
2018,2/21/18,Duquesne,St. Bonaventure,A,L,67,73
2018,2/24/18,Duquesne,Davidson,H,L,60,71
2018,2/28/18,Duquesne,Saint Louis,H,W,76,69
2018,3/3/18,Duquesne,Massachusetts,A,L,75,85
2018,3/8/18,Duquesne,Richmond,N,L,68,81
2018,11/18/17,Sam Houston St.,Idaho,A,L,54,63
2018,11/22/17,Sam Houston St.,Central Michigan,N,L,60,71
2018,11/23/17,Sam Houston St.,College of Charlesto,N,L,49,59
2018,11/25/17,Sam Houston St.,Santa Clara,N,W,73,59
2018,12/4/17,Sam Houston St.,Baylor,A,L,56,84
2018,12/13/17,Sam Houston St.,Mississippi,A,L,69,82
2018,12/15/17,Sam Houston St.,Little Rock,H,W,57,55
2018,12/19/17,Sam Houston St.,LSU,A,L,58,80
2018,12/22/17,Sam Houston St.,Utah Valley,H,L,64,75
2018,12/30/17,Sam Houston St.,Abilene Christian,A,L,72,75
2018,1/3/18,Sam Houston St.,Central Arkansas,H,W,82,76
2018,1/6/18,Sam Houston St.,Incarnate Word,A,W,85,74
2018,1/10/18,Sam Houston St.,Texas A&M Corpus Chr,A,W,82,50
2018,1/13/18,Sam Houston St.,Houston Christian,H,W,81,68
2018,1/17/18,Sam Houston St.,Northwestern St.,H,W,75,52
2018,1/20/18,Sam Houston St.,Lamar,A,L,77,84
2018,1/24/18,Sam Houston St.,Southeastern Louisia,H,W,75,65
2018,1/27/18,Sam Houston St.,Stephen F. Austin,A,L,66,82
2018,1/30/18,Sam Houston St.,McNeese St.,A,W,67,57
2018,2/3/18,Sam Houston St.,Abilene Christian,H,W,84,77
2018,2/7/18,Sam Houston St.,Texas A&M Corpus Chr,H,W,66,64
2018,2/10/18,Sam Houston St.,Lamar,H,W,71,69
2018,2/14/18,Sam Houston St.,Nicholls St.,A,L,72,73
2018,2/17/18,Sam Houston St.,Houston Christian,A,W,86,78
2018,2/21/18,Sam Houston St.,New Orleans,H,W,57,54
2018,2/28/18,Sam Houston St.,Central Arkansas,A,L,70,88
2018,3/3/18,Sam Houston St.,Stephen F. Austin,H,L,53,65
2018,3/8/18,Sam Houston St.,New Orleans,N,W,85,63
2018,3/9/18,Sam Houston St.,Southeastern Louisia,N,L,79,89
2018,3/19/18,Sam Houston St.,Eastern Michigan,H,W,69,62
2018,3/22/18,Sam Houston St.,UTSA,A,W,76,69
2018,3/28/18,Sam Houston St.,Northern Colorado,A,L,80,99
2018,11/15/17,Valparaiso,SIU Edwardsville,A,W,94,69
2018,11/19/17,Valparaiso,Southeastern Louisia,H,W,83,50
2018,11/21/17,Valparaiso,Samford,H,W,88,67
2018,11/24/17,Valparaiso,Kent St.,N,W,77,67
2018,11/25/17,Valparaiso,UNC Wilmington,N,W,79,70
2018,11/28/17,Valparaiso,Utah St.,H,W,72,65
2018,12/7/17,Valparaiso,Purdue,A,L,50,80
2018,12/9/17,Valparaiso,Ball St.,A,L,70,71
2018,12/14/17,Valparaiso,Northwestern,A,L,50,84
2018,12/18/17,Valparaiso,Santa Clara,A,W,76,68
2018,12/20/17,Valparaiso,UC Riverside,A,L,60,73
2018,12/28/17,Valparaiso,Indiana St.,A,L,64,73
2018,12/31/17,Valparaiso,Missouri St.,H,L,50,67
2018,1/3/18,Valparaiso,Bradley,A,L,71,80
2018,1/6/18,Valparaiso,Southern Illinois,H,W,83,72
2018,1/10/18,Valparaiso,Drake,H,W,77,60
2018,1/13/18,Valparaiso,Northern Iowa,A,L,76,81
2018,1/17/18,Valparaiso,Missouri St.,A,L,57,64
2018,1/21/18,Valparaiso,Loyola Chicago,H,L,54,70
2018,1/24/18,Valparaiso,Evansville,H,L,65,75
2018,1/27/18,Valparaiso,Illinois St.,A,L,65,76
2018,1/31/18,Valparaiso,Indiana St.,H,W,69,63
2018,2/3/18,Valparaiso,Southern Illinois,A,L,59,65
2018,2/7/18,Valparaiso,Evansville,A,L,59,63
2018,2/11/18,Valparaiso,Illinois St.,H,W,74,58
2018,2/14/18,Valparaiso,Loyola Chicago,A,L,71,80
2018,2/17/18,Valparaiso,Bradley,H,W,77,64
2018,2/20/18,Valparaiso,Northern Iowa,H,L,63,68
2018,2/24/18,Valparaiso,Drake,A,W,69,64
2018,3/1/18,Valparaiso,Missouri St.,N,L,79,83
2018,11/10/17,Maine,Boston College,A,L,65,85
2018,11/14/17,Maine,Texas Tech,A,L,44,83
2018,11/18/17,Maine,South Alabama,N,L,46,68
2018,11/19/17,Maine,Sacred Heart,N,L,68,69
2018,11/22/17,Maine,Boston University,H,L,69,78
2018,11/26/17,Maine,Quinnipiac,A,W,78,72
2018,11/28/17,Maine,Georgetown,A,L,55,76
2018,12/2/17,Maine,Fordham,A,L,66,67
2018,12/8/17,Maine,Dartmouth,H,L,66,73
2018,12/17/17,Maine,Saint Joseph's,A,L,59,72
2018,12/20/17,Maine,Central Connecticut,A,L,57,84
2018,12/22/17,Maine,Massachusetts,A,L,63,74
2018,12/30/17,Maine,Columbia,A,L,71,83
2018,1/3/18,Maine,Stony Brook,A,L,70,71
2018,1/6/18,Maine,Binghamton,A,W,76,73
2018,1/10/18,Maine,UMBC,H,L,67,72
2018,1/13/18,Maine,Albany,H,L,66,84
2018,1/15/18,Maine,Vermont,A,L,62,83
2018,1/18/18,Maine,Hartford,H,L,68,86
2018,1/24/18,Maine,New Hampshire,H,W,69,68
2018,1/27/18,Maine,UMBC,A,L,74,86
2018,1/31/18,Maine,UMass Lowell,H,L,64,88
2018,2/3/18,Maine,Binghamton,H,W,81,79
2018,2/8/18,Maine,New Hampshire,A,L,56,71
2018,2/11/18,Maine,Stony Brook,H,L,61,64
2018,2/15/18,Maine,Hartford,A,L,63,67
2018,2/21/18,Maine,UMass Lowell,A,L,76,88
2018,2/24/18,Maine,Albany,A,L,79,89
2018,2/27/18,Maine,Vermont,H,L,62,74
2018,3/3/18,Maine,Vermont,A,L,60,75
2018,11/11/17,Eastern Illinois,Nebraska,A,L,68,72
2018,11/15/17,Eastern Illinois,Western Illinois,A,L,54,56
2018,11/17/17,Eastern Illinois,IUPUI,H,W,80,79
2018,11/20/17,Eastern Illinois,San Diego St.,A,L,63,94
2018,11/27/17,Eastern Illinois,Marquette,A,L,83,86
2018,12/1/17,Eastern Illinois,Bradley,A,L,56,67
2018,12/6/17,Eastern Illinois,Green Bay,A,L,57,59
2018,12/16/17,Eastern Illinois,South Alabama,A,L,52,63
2018,12/19/17,Eastern Illinois,Western Illinois,H,W,78,77
2018,12/28/17,Eastern Illinois,Murray St.,A,L,52,80
2018,12/30/17,Eastern Illinois,Austin Peay,A,L,54,70
2018,1/4/18,Eastern Illinois,Morehead St.,A,W,61,52
2018,1/6/18,Eastern Illinois,Eastern Kentucky,A,W,54,53
2018,1/11/18,Eastern Illinois,Tennessee St.,H,L,65,69
2018,1/13/18,Eastern Illinois,Belmont,H,L,66,75
2018,1/18/18,Eastern Illinois,Tennessee Martin,H,W,80,60
2018,1/20/18,Eastern Illinois,Southeast Missouri S,H,L,74,86
2018,1/25/18,Eastern Illinois,Belmont,A,L,59,81
2018,1/27/18,Eastern Illinois,Tennessee St.,A,L,47,50
2018,2/1/18,Eastern Illinois,Jacksonville St.,H,L,56,75
2018,2/3/18,Eastern Illinois,Tennessee Tech,H,W,79,71
2018,2/8/18,Eastern Illinois,SIU Edwardsville,A,W,78,74
2018,2/10/18,Eastern Illinois,Austin Peay,H,L,69,76
2018,2/15/18,Eastern Illinois,Southeast Missouri S,A,L,73,80
2018,2/17/18,Eastern Illinois,Tennessee Martin,A,W,64,57
2018,2/22/18,Eastern Illinois,Murray St.,H,L,66,76
2018,2/24/18,Eastern Illinois,SIU Edwardsville,H,W,68,56
2018,2/28/18,Eastern Illinois,Tennessee St.,N,W,73,71
2018,3/1/18,Eastern Illinois,Austin Peay,N,L,66,73
2018,11/13/17,James Madison,Old Dominion,H,L,53,69
2018,11/17/17,James Madison,Northern Kentucky,N,L,78,87
2018,11/18/17,James Madison,Weber St.,N,L,65,73
2018,11/19/17,James Madison,UTSA,N,L,77,90
2018,11/22/17,James Madison,Appalachian St.,H,W,105,99
2018,11/25/17,James Madison,Radford,A,L,68,69
2018,11/29/17,James Madison,George Mason,H,L,72,76
2018,12/2/17,James Madison,Charlotte,H,W,87,82
2018,12/5/17,James Madison,The Citadel,A,L,82,84
2018,12/10/17,James Madison,Richmond,A,L,71,74
2018,12/16/17,James Madison,FIU,A,W,76,67
2018,12/20/17,James Madison,Florida,A,L,63,72
2018,12/30/17,James Madison,Northeastern,H,L,70,81
2018,1/2/18,James Madison,William & Mary,H,L,76,84
2018,1/5/18,James Madison,Hofstra,A,L,81,87
2018,1/7/18,James Madison,Northeastern,A,L,67,80
2018,1/11/18,James Madison,William & Mary,A,L,82,89
2018,1/13/18,James Madison,Delaware,H,L,60,61
2018,1/18/18,James Madison,Elon,H,W,85,74
2018,1/20/18,James Madison,Drexel,H,W,75,73
2018,1/25/18,James Madison,UNC Wilmington,A,L,68,71
2018,1/27/18,James Madison,College of Charlesto,A,L,59,66
2018,2/1/18,James Madison,Drexel,A,L,74,76
2018,2/3/18,James Madison,Towson,H,W,79,73
2018,2/13/18,James Madison,UNC Wilmington,H,W,62,61
2018,2/15/18,James Madison,College of Charlesto,H,L,78,81
2018,2/17/18,James Madison,Towson,A,W,69,66
2018,2/22/18,James Madison,Hofstra,H,L,61,77
2018,2/24/18,James Madison,Delaware,A,L,66,68
2018,2/26/18,James Madison,Elon,A,W,90,84
2018,3/3/18,James Madison,Drexel,N,L,62,70
2018,11/10/17,Long Beach St.,San Francisco,A,W,83,71
2018,11/18/17,Long Beach St.,Oregon St.,A,L,81,89
2018,11/20/17,Long Beach St.,West Virginia,A,L,62,91
2018,11/23/17,Long Beach St.,Missouri,N,L,58,95
2018,11/24/17,Long Beach St.,Oregon St.,N,W,74,69
2018,11/26/17,Long Beach St.,Nebraska,N,L,80,85
2018,11/29/17,Long Beach St.,Arizona,A,L,56,91
2018,12/2/17,Long Beach St.,Fresno St.,H,L,70,106
2018,12/3/17,Long Beach St.,Stanford,H,W,76,68
2018,12/6/17,Long Beach St.,Southern Utah,A,L,89,94
2018,12/9/17,Long Beach St.,Pepperdine,A,W,78,71
2018,12/16/17,Long Beach St.,Eastern Michigan,H,L,80,85
2018,12/21/17,Long Beach St.,Michigan St.,A,L,60,102
2018,12/23/17,Long Beach St.,Colorado St.,A,L,66,68
2018,1/4/18,Long Beach St.,Hawaii,H,W,89,81
2018,1/6/18,Long Beach St.,UC Irvine,A,L,73,86
2018,1/10/18,Long Beach St.,Cal St. Northridge,H,W,80,70
2018,1/13/18,Long Beach St.,UC Riverside,A,W,75,68
2018,1/17/18,Long Beach St.,UC Davis,A,L,75,84
2018,1/20/18,Long Beach St.,Cal St. Fullerton,H,W,81,73
2018,1/25/18,Long Beach St.,Cal Poly,A,W,87,71
2018,1/27/18,Long Beach St.,Cal St. Northridge,A,W,70,66
2018,1/31/18,Long Beach St.,UC Irvine,H,L,68,75
2018,2/3/18,Long Beach St.,UC Davis,H,L,104,105
2018,2/10/18,Long Beach St.,Cal Poly,H,W,73,54
2018,2/15/18,Long Beach St.,UC Santa Barbara,H,L,70,80
2018,2/22/18,Long Beach St.,Hawaii,A,L,63,74
2018,2/24/18,Long Beach St.,Cal St. Fullerton,A,L,71,81
2018,3/1/18,Long Beach St.,UC Santa Barbara,A,W,70,69
2018,3/3/18,Long Beach St.,UC Riverside,H,W,77,59
2018,3/8/18,Long Beach St.,Cal St. Fullerton,N,L,74,76
2018,11/10/17,Arkansas Pine Bluff,Hawaii,A,L,70,82
2018,11/12/17,Arkansas Pine Bluff,Troy,N,L,57,81
2018,11/13/17,Arkansas Pine Bluff,North Dakota,N,L,71,80
2018,11/18/17,Arkansas Pine Bluff,SMU,A,L,37,72
2018,11/20/17,Arkansas Pine Bluff,Air Force,A,L,47,57
2018,11/22/17,Arkansas Pine Bluff,Texas St.,N,L,54,71
2018,11/24/17,Arkansas Pine Bluff,Pacific,A,L,69,78
2018,11/25/17,Arkansas Pine Bluff,Canisius,N,L,58,81
2018,12/2/17,Arkansas Pine Bluff,Santa Clara,A,L,57,72
2018,12/9/17,Arkansas Pine Bluff,Oregon St.,A,L,58,85
2018,12/13/17,Arkansas Pine Bluff,Fresno St.,A,L,52,78
2018,12/16/17,Arkansas Pine Bluff,Weber St.,A,L,74,96
2018,12/19/17,Arkansas Pine Bluff,Cincinnati,A,L,49,77
2018,12/22/17,Arkansas Pine Bluff,Tennessee Martin,A,L,68,74
2018,1/1/18,Arkansas Pine Bluff,Mississippi Valley S,A,W,80,71
2018,1/6/18,Arkansas Pine Bluff,Alabama A&M,A,W,69,62
2018,1/8/18,Arkansas Pine Bluff,Alabama St.,A,W,94,68
2018,1/13/18,Arkansas Pine Bluff,Southern,H,W,78,76
2018,1/15/18,Arkansas Pine Bluff,Alcorn St.,H,W,71,59
2018,1/20/18,Arkansas Pine Bluff,Prairie View A&M,A,W,72,66
2018,1/22/18,Arkansas Pine Bluff,Texas Southern,A,W,74,72
2018,1/27/18,Arkansas Pine Bluff,Grambling St.,H,L,68,69
2018,1/29/18,Arkansas Pine Bluff,Jackson St.,H,W,60,58
2018,2/3/18,Arkansas Pine Bluff,Alabama A&M,H,W,80,62
2018,2/5/18,Arkansas Pine Bluff,Alabama St.,H,L,59,65
2018,2/10/18,Arkansas Pine Bluff,Southern,A,L,62,70
2018,2/12/18,Arkansas Pine Bluff,Alcorn St.,A,L,52,84
2018,2/17/18,Arkansas Pine Bluff,Prairie View A&M,H,L,71,76
2018,2/19/18,Arkansas Pine Bluff,Texas Southern,H,W,62,61
2018,2/24/18,Arkansas Pine Bluff,Grambling St.,A,W,75,66
2018,2/26/18,Arkansas Pine Bluff,Jackson St.,A,L,48,51
2018,3/3/18,Arkansas Pine Bluff,Mississippi Valley S,H,W,94,57
2018,3/6/18,Arkansas Pine Bluff,Mississippi Valley S,N,W,77,73
2018,3/9/18,Arkansas Pine Bluff,Southern,N,W,71,65
2018,3/10/18,Arkansas Pine Bluff,Texas Southern,N,L,69,84
2018,11/14/17,Florida St.,George Washington,H,W,87,67
2018,11/17/17,Florida St.,Fordham,N,W,67,43
2018,11/19/17,Florida St.,Colorado St.,N,W,90,73
2018,11/22/17,Florida St.,Kennesaw St.,H,W,98,79
2018,11/24/17,Florida St.,The Citadel,H,W,113,78
2018,11/28/17,Florida St.,Rutgers,A,W,78,73
2018,12/4/17,Florida St.,Florida,A,W,83,66
2018,12/6/17,Florida St.,Loyola MD,H,W,96,71
2018,12/10/17,Florida St.,Tulane,N,W,72,53
2018,12/16/17,Florida St.,Oklahoma St.,N,L,70,71
2018,12/18/17,Florida St.,Charleston Southern,H,W,69,58
2018,12/21/17,Florida St.,Southern Miss,H,W,98,45
2018,12/30/17,Florida St.,Duke,A,L,93,100
2018,1/3/18,Florida St.,North Carolina,H,W,81,80
2018,1/7/18,Florida St.,Miami FL,A,L,74,80
2018,1/10/18,Florida St.,Louisville,H,L,69,73
2018,1/13/18,Florida St.,Syracuse,H,W,101,90
2018,1/15/18,Florida St.,Boston College,A,L,75,81
2018,1/20/18,Florida St.,Virginia Tech,A,W,91,82
2018,1/24/18,Florida St.,Georgia Tech,H,W,88,77
2018,1/27/18,Florida St.,Miami FL,H,W,103,94
2018,1/31/18,Florida St.,Wake Forest,A,L,72,76
2018,2/3/18,Florida St.,Louisville,A,W,80,76
2018,2/7/18,Florida St.,Virginia,H,L,55,59
2018,2/10/18,Florida St.,Notre Dame,A,L,69,84
2018,2/14/18,Florida St.,Clemson,H,W,81,79
2018,2/18/18,Florida St.,Pittsburgh,H,W,88,75
2018,2/25/18,Florida St.,North Carolina St.,A,L,72,92
2018,2/28/18,Florida St.,Clemson,A,L,63,76
2018,3/3/18,Florida St.,Boston College,H,W,85,76
2018,3/7/18,Florida St.,Louisville,N,L,74,82
2018,3/16/18,Florida St.,Missouri,N,W,67,54
2018,3/18/18,Florida St.,Xavier,N,W,75,70
2018,3/22/18,Florida St.,Gonzaga,N,W,75,60
2018,3/24/18,Florida St.,Michigan,N,L,54,58
2018,11/13/17,South Dakota,Bowling Green,A,W,88,79
2018,11/15/17,South Dakota,TCU,A,L,71,76
2018,11/18/17,South Dakota,Grambling St.,H,W,84,55
2018,11/24/17,South Dakota,Southern Miss,N,W,84,71
2018,11/25/17,South Dakota,Northern Colorado,N,L,62,63
2018,11/26/17,South Dakota,Youngstown St.,N,W,81,53
2018,11/30/17,South Dakota,UMKC,A,W,82,63
2018,12/2/17,South Dakota,Duke,A,L,80,96
2018,12/6/17,South Dakota,Drake,H,W,93,65
2018,12/10/17,South Dakota,Eastern Washington,H,W,75,73
2018,12/14/17,South Dakota,Northern Arizona,A,W,90,77
2018,12/17/17,South Dakota,San Jose St.,A,W,76,62
2018,12/19/17,South Dakota,UCLA,A,L,82,85
2018,12/30/17,South Dakota,Denver,H,W,82,71
2018,1/3/18,South Dakota,Western Illinois,H,W,62,50
2018,1/6/18,South Dakota,North Dakota St.,H,L,79,84
2018,1/11/18,South Dakota,Fort Wayne,A,W,68,58
2018,1/17/18,South Dakota,Oral Roberts,H,W,82,70
2018,1/20/18,South Dakota,Nebraska Omaha,A,W,85,71
2018,1/24/18,South Dakota,South Dakota St.,H,W,87,68
2018,1/27/18,South Dakota,Denver,A,L,68,84
2018,2/1/18,South Dakota,Western Illinois,A,W,80,54
2018,2/3/18,South Dakota,North Dakota St.,A,W,76,72
2018,2/8/18,South Dakota,Fort Wayne,H,W,86,69
2018,2/14/18,South Dakota,Oral Roberts,A,W,85,67
2018,2/17/18,South Dakota,Nebraska Omaha,H,W,79,64
2018,2/22/18,South Dakota,South Dakota St.,A,L,72,76
2018,3/3/18,South Dakota,Nebraska Omaha,N,W,87,73
2018,3/5/18,South Dakota,Denver,N,W,76,58
2018,3/6/18,South Dakota,South Dakota St.,N,L,87,97
2018,3/14/18,South Dakota,North Texas,H,L,77,90
2018,11/10/17,Idaho,Nevada,A,L,64,88
2018,11/18/17,Idaho,Sam Houston St.,H,W,63,54
2018,11/22/17,Idaho,Santa Clara,N,W,69,59
2018,11/24/17,Idaho,Cal St. Bakersfield,N,L,62,64
2018,11/25/17,Idaho,Cal Poly,N,W,75,66
2018,12/3/17,Idaho,Nicholls St.,A,W,79,68
2018,12/6/17,Idaho,Washington St.,H,W,91,64
2018,12/9/17,Idaho,Cal St. Bakersfield,A,L,55,66
2018,12/18/17,Idaho,Western Michigan,A,W,82,52
2018,12/21/17,Idaho,UC Irvine,N,L,59,67
2018,12/29/17,Idaho,North Dakota,A,W,74,57
2018,12/31/17,Idaho,Northern Colorado,A,L,77,81
2018,1/4/18,Idaho,Sacramento St.,H,W,69,68
2018,1/6/18,Idaho,Portland St.,H,L,72,73
2018,1/12/18,Idaho,Eastern Washington,A,W,58,51
2018,1/18/18,Idaho,Southern Utah,A,W,80,76
2018,1/20/18,Idaho,Northern Arizona,A,W,84,80
2018,1/25/18,Idaho,Northern Colorado,H,L,63,80
2018,1/27/18,Idaho,North Dakota,H,W,96,71
2018,2/1/18,Idaho,Portland St.,A,W,97,88
2018,2/3/18,Idaho,Sacramento St.,A,W,81,58
2018,2/9/18,Idaho,Eastern Washington,H,W,66,64
2018,2/15/18,Idaho,Montana St.,H,W,88,78
2018,2/17/18,Idaho,Montana,H,W,79,77
2018,2/22/18,Idaho,Idaho St.,A,L,83,86
2018,2/24/18,Idaho,Weber St.,A,W,68,62
2018,3/1/18,Idaho,Northern Arizona,H,W,66,52
2018,3/3/18,Idaho,Southern Utah,H,W,78,76
2018,3/8/18,Idaho,Southern Utah,N,L,78,92
2018,11/10/17,Miami FL,Gardner Webb,H,W,77,45
2018,11/12/17,Miami FL,Navy,H,W,89,55
2018,11/16/17,Miami FL,Florida A&M,H,W,90,59
2018,11/22/17,Miami FL,La Salle,N,W,57,46
2018,11/25/17,Miami FL,North Florida,H,W,86,65
2018,11/29/17,Miami FL,Minnesota,A,W,86,81
2018,12/2/17,Miami FL,Princeton,N,W,80,52
2018,12/5/17,Miami FL,Boston University,H,W,69,54
2018,12/16/17,Miami FL,George Washington,A,W,59,50
2018,12/22/17,Miami FL,Hawaii,A,W,75,57
2018,12/23/17,Miami FL,New Mexico St.,N,L,54,63
2018,12/25/17,Miami FL,Middle Tennessee,N,W,84,81
2018,12/30/17,Miami FL,Pittsburgh,A,W,67,53
2018,1/3/18,Miami FL,Georgia Tech,A,L,54,64
2018,1/7/18,Miami FL,Florida St.,H,W,80,74
2018,1/13/18,Miami FL,Clemson,A,L,63,72
2018,1/15/18,Miami FL,Duke,H,L,75,83
2018,1/21/18,Miami FL,North Carolina St.,A,W,86,81
2018,1/24/18,Miami FL,Louisville,H,W,78,75
2018,1/27/18,Miami FL,Florida St.,A,L,94,103
2018,1/31/18,Miami FL,Pittsburgh,H,W,69,57
2018,2/3/18,Miami FL,Virginia Tech,A,W,84,75
2018,2/7/18,Miami FL,Wake Forest,H,W,87,81
2018,2/10/18,Miami FL,Boston College,A,L,70,72
2018,2/13/18,Miami FL,Virginia,H,L,50,59
2018,2/17/18,Miami FL,Syracuse,H,L,55,62
2018,2/19/18,Miami FL,Notre Dame,A,W,77,74
2018,2/24/18,Miami FL,Boston College,H,W,79,78
2018,2/27/18,Miami FL,North Carolina,A,W,91,88
2018,3/3/18,Miami FL,Virginia Tech,H,W,69,68
2018,3/8/18,Miami FL,North Carolina,N,L,65,82
2018,3/15/18,Miami FL,Loyola Chicago,N,L,62,64
2018,11/11/17,Nebraska,Eastern Illinois,H,W,72,68
2018,11/13/17,Nebraska,North Texas,H,W,86,67
2018,11/16/17,Nebraska,St. John's,A,L,56,79
2018,11/19/17,Nebraska,North Dakota,H,W,92,70
2018,11/23/17,Nebraska,UCF,N,L,59,68
2018,11/24/17,Nebraska,Marist,N,W,84,59
2018,11/26/17,Nebraska,Long Beach St.,N,W,85,80
2018,11/29/17,Nebraska,Boston College,H,W,71,62
2018,12/3/17,Nebraska,Michigan St.,A,L,57,86
2018,12/5/17,Nebraska,Minnesota,H,W,78,68
2018,12/9/17,Nebraska,Creighton,A,L,65,75
2018,12/16/17,Nebraska,Kansas,H,L,72,73
2018,12/20/17,Nebraska,UTSA,H,W,104,94
2018,12/22/17,Nebraska,Delaware St.,H,W,85,68
2018,12/29/17,Nebraska,Stetson,H,W,71,62
2018,1/2/18,Nebraska,Northwestern,A,W,70,55
2018,1/6/18,Nebraska,Purdue,A,L,62,74
2018,1/9/18,Nebraska,Wisconsin,H,W,63,59
2018,1/12/18,Nebraska,Penn St.,A,L,74,76
2018,1/15/18,Nebraska,Illinois,H,W,64,63
2018,1/18/18,Nebraska,Michigan,H,W,72,52
2018,1/22/18,Nebraska,Ohio St.,A,L,59,64
2018,1/24/18,Nebraska,Rutgers,A,W,60,54
2018,1/27/18,Nebraska,Iowa,H,W,98,84
2018,1/29/18,Nebraska,Wisconsin,A,W,74,63
2018,2/6/18,Nebraska,Minnesota,A,W,91,85
2018,2/10/18,Nebraska,Rutgers,H,W,67,55
2018,2/13/18,Nebraska,Maryland,H,W,70,66
2018,2/18/18,Nebraska,Illinois,A,L,66,72
2018,2/20/18,Nebraska,Indiana,H,W,66,57
2018,2/25/18,Nebraska,Penn St.,H,W,76,64
2018,3/2/18,Nebraska,Michigan,N,L,58,77
2018,3/14/18,Nebraska,Mississippi St.,A,L,59,66
2018,11/10/17,Holy Cross,Sacred Heart,A,W,69,64
2018,11/16/17,Holy Cross,Harvard,H,W,73,69
2018,11/19/17,Holy Cross,Rhode Island,A,L,66,88
2018,11/22/17,Holy Cross,Fairleigh Dickinson,A,L,76,87
2018,11/25/17,Holy Cross,Albany,H,L,62,78
2018,12/1/17,Holy Cross,Manhattan,N,L,54,70
2018,12/2/17,Holy Cross,La Salle,N,L,54,58
2018,12/6/17,Holy Cross,Massachusetts,A,L,50,64
2018,12/9/17,Holy Cross,New Hampshire,H,W,62,58
2018,12/19/17,Holy Cross,Iona,H,L,68,82
2018,12/22/17,Holy Cross,Siena,A,L,65,71
2018,12/29/17,Holy Cross,Colgate,H,L,74,79
2018,1/2/18,Holy Cross,Lafayette,A,L,48,60
2018,1/5/18,Holy Cross,Lehigh,A,L,77,83
2018,1/8/18,Holy Cross,Loyola MD,H,W,64,57
2018,1/11/18,Holy Cross,Navy,A,L,56,61
2018,1/14/18,Holy Cross,Boston University,H,L,40,54
2018,1/17/18,Holy Cross,Army,H,W,70,66
2018,1/20/18,Holy Cross,Bucknell,A,L,56,77
2018,1/22/18,Holy Cross,American,A,W,60,57
2018,1/27/18,Holy Cross,Lafayette,H,W,85,74
2018,1/29/18,Holy Cross,Lehigh,H,L,67,71
2018,2/3/18,Holy Cross,Loyola MD,A,W,73,57
2018,2/7/18,Holy Cross,Navy,H,L,34,69
2018,2/10/18,Holy Cross,Boston University,A,W,73,62
2018,2/14/18,Holy Cross,Army,A,W,70,65
2018,2/17/18,Holy Cross,Bucknell,H,L,67,68
2018,2/21/18,Holy Cross,American,H,W,70,64
2018,2/24/18,Holy Cross,Colgate,A,L,53,59
2018,3/1/18,Holy Cross,Navy,A,W,81,65
2018,3/4/18,Holy Cross,Colgate,A,L,55,62
2018,11/13/17,Texas A&M Corpus Chr,Baylor,A,L,46,70
2018,11/15/17,Texas A&M Corpus Chr,UT Rio Grande Valley,H,L,75,82
2018,11/19/17,Texas A&M Corpus Chr,Georgia,A,L,65,68
2018,11/24/17,Texas A&M Corpus Chr,UTSA,A,L,58,72
2018,11/29/17,Texas A&M Corpus Chr,Texas St.,A,L,53,66
2018,12/6/17,Texas A&M Corpus Chr,UT Rio Grande Valley,A,L,78,82
