year,date,team1,team2,team1_venue,team1_outcome,team1_score,team2_score
2013,1/23/13,Minnesota,Northwestern,A,L,48,55
2013,1/26/13,Minnesota,Wisconsin,A,L,44,45
2013,1/29/13,Minnesota,Nebraska,H,W,84,65
2013,2/3/13,Minnesota,Iowa,H,W,62,59
2013,2/6/13,Minnesota,Michigan St.,A,L,50,61
2013,2/10/13,Minnesota,Illinois,H,L,53,57
2013,2/14/13,Minnesota,Wisconsin,H,W,58,53
2013,2/17/13,Minnesota,Iowa,A,L,51,72
2013,2/20/13,Minnesota,Ohio St.,A,L,45,71
2013,2/26/13,Minnesota,Indiana,H,W,77,73
2013,3/2/13,Minnesota,Penn St.,H,W,73,44
2013,3/6/13,Minnesota,Nebraska,A,L,51,53
2013,3/9/13,Minnesota,Purdue,A,L,73,89
2013,3/14/13,Minnesota,Illinois,N,L,49,51
2013,3/22/13,Minnesota,UCLA,N,W,83,63
2013,3/24/13,Minnesota,Florida,N,L,64,78
2013,11/11/12,FIU,Boston College,A,L,70,84
2013,11/17/12,FIU,Stephen F. Austin,H,L,60,69
2013,11/24/12,FIU,Coastal Carolina,A,W,87,77
2013,11/29/12,FIU,Arkansas St.,H,W,80,61
2013,12/1/12,FIU,South Alabama,H,L,68,79
2013,12/9/12,FIU,Stetson,A,W,82,79
2013,12/13/12,FIU,Florida Gulf Coast,A,L,73,76
2013,12/19/12,FIU,Louisville,A,L,55,79
2013,12/22/12,FIU,Texas Southern,A,W,48,45
2013,12/27/12,FIU,Western Kentucky,A,L,63,76
2013,12/29/12,FIU,Middle Tennessee,A,L,52,69
2013,1/2/13,FIU,Florida A&M,H,W,88,72
2013,1/5/13,FIU,Louisiana Lafayette,H,W,75,70
2013,1/7/13,FIU,Bethune Cookman,H,W,74,72
2013,1/10/13,FIU,Arkansas St.,A,W,66,64
2013,1/12/13,FIU,Little Rock,A,L,76,88
2013,1/17/13,FIU,North Texas,H,W,70,64
2013,1/19/13,FIU,Troy,H,W,61,55
2013,1/24/13,FIU,Louisiana Lafayette,A,W,80,75
2013,1/27/13,FIU,South Alabama,A,L,58,60
2013,1/31/13,FIU,Middle Tennessee,H,L,64,66
2013,2/2/13,FIU,Louisiana Monroe,H,W,76,73
2013,2/7/13,FIU,Florida Atlantic,H,W,84,65
2013,2/9/13,FIU,North Texas,A,L,67,77
2013,2/14/13,FIU,Troy,A,L,61,69
2013,2/16/13,FIU,Western Kentucky,H,W,87,82
2013,2/21/13,FIU,Little Rock,H,W,65,52
2013,2/28/13,FIU,Louisiana Monroe,A,W,67,58
2013,3/2/13,FIU,Florida Atlantic,A,L,60,77
2013,3/9/13,FIU,Little Rock,N,W,69,54
2013,3/10/13,FIU,Middle Tennessee,N,W,61,57
2013,3/11/13,FIU,Western Kentucky,N,L,63,65
2013,11/10/12,Central Connecticut,Fairfield,N,L,63,64
2013,11/12/12,Central Connecticut,Saint Peter's,A,L,61,64
2013,11/15/12,Central Connecticut,Brown,H,W,86,71
2013,11/18/12,Central Connecticut,La Salle,A,W,81,74
2013,11/20/12,Central Connecticut,UMBC,A,W,83,82
2013,11/24/12,Central Connecticut,Hartford,A,L,77,80
2013,12/5/12,Central Connecticut,New Hampshire,A,W,87,84
2013,12/8/12,Central Connecticut,Indiana,A,L,69,100
2013,12/21/12,Central Connecticut,Northeastern,H,L,63,82
2013,12/29/12,Central Connecticut,Saint Peter's,H,L,69,71
2013,12/31/12,Central Connecticut,Syracuse,A,L,62,96
2013,1/3/13,Central Connecticut,St. Francis PA,A,L,60,67
2013,1/5/13,Central Connecticut,Robert Morris,A,W,77,70
2013,1/10/13,Central Connecticut,Sacred Heart,H,W,84,78
2013,1/12/13,Central Connecticut,Bryant,H,L,62,69
2013,1/17/13,Central Connecticut,Wagner,H,W,73,66
2013,1/19/13,Central Connecticut,Mount St. Mary's,H,L,75,80
2013,1/24/13,Central Connecticut,Quinnipiac,A,L,78,85
2013,1/26/13,Central Connecticut,St. Francis NY,H,W,72,70
2013,1/31/13,Central Connecticut,Monmouth,A,W,78,58
2013,2/2/13,Central Connecticut,Fairleigh Dickinson,A,W,80,71
2013,2/7/13,Central Connecticut,LIU Brooklyn,H,L,75,81
2013,2/14/13,Central Connecticut,Wagner,A,L,82,101
2013,2/16/13,Central Connecticut,Mount St. Mary's,A,L,80,89
2013,2/21/13,Central Connecticut,Bryant,A,L,67,88
2013,2/23/13,Central Connecticut,Sacred Heart,A,W,80,72
2013,2/25/13,Central Connecticut,Quinnipiac,H,W,67,65
2013,2/28/13,Central Connecticut,St. Francis PA,H,W,84,81
2013,3/2/13,Central Connecticut,Robert Morris,H,L,61,81
2013,3/6/13,Central Connecticut,Wagner,A,L,50,72
2013,11/9/12,Southern Utah,Gonzaga,A,L,65,103
2013,11/16/12,Southern Utah,Green Bay,N,L,54,66
2013,11/17/12,Southern Utah,Cal St. Fullerton,N,L,69,112
2013,11/18/12,Southern Utah,Nevada,A,L,61,79
2013,11/29/12,Southern Utah,TCU,A,L,52,61
2013,12/4/12,Southern Utah,San Diego,H,L,53,67
2013,12/17/12,Southern Utah,North Dakota,H,W,79,67
2013,12/21/12,Southern Utah,Denver,A,L,47,72
2013,12/29/12,Southern Utah,Northern Colorado,H,W,51,50
2013,1/5/13,Southern Utah,Northern Arizona,A,W,90,77
2013,1/7/13,Southern Utah,Sacramento St.,A,L,59,64
2013,1/10/13,Southern Utah,Weber St.,H,L,74,81
2013,1/12/13,Southern Utah,Idaho St.,H,L,53,54
2013,1/17/13,Southern Utah,Montana,A,L,67,73
2013,1/21/13,Southern Utah,Montana St.,A,L,68,76
2013,1/24/13,Southern Utah,Portland St.,H,W,76,63
2013,1/26/13,Southern Utah,Eastern Washington,H,W,69,55
2013,1/31/13,Southern Utah,Sacramento St.,H,W,79,67
2013,2/2/13,Southern Utah,Northern Arizona,H,W,78,67
2013,2/7/13,Southern Utah,Idaho St.,A,W,81,79
2013,2/9/13,Southern Utah,Weber St.,A,L,58,75
2013,2/14/13,Southern Utah,Portland St.,A,L,69,90
2013,2/16/13,Southern Utah,Eastern Washington,A,L,72,86
2013,2/23/13,Southern Utah,Cal St. Northridge,H,W,73,72
2013,2/28/13,Southern Utah,Montana St.,H,L,61,62
2013,3/4/13,Southern Utah,Montana,H,L,74,86
2013,3/7/13,Southern Utah,Northern Colorado,A,L,58,66
2013,3/9/13,Southern Utah,North Dakota,A,L,61,68
2013,3/14/13,Southern Utah,North Dakota,N,L,52,69
2013,11/9/12,Tennessee St.,BYU,A,L,66,81
2013,11/13/12,Tennessee St.,South Dakota St.,A,L,71,78
2013,11/15/12,Tennessee St.,Minnesota,A,L,43,72
2013,11/19/12,Tennessee St.,South Alabama,N,W,68,57
2013,11/20/12,Tennessee St.,Georgia St.,A,L,57,59
2013,11/21/12,Tennessee St.,Monmouth,H,L,70,81
2013,12/1/12,Tennessee St.,Alabama A&M,A,W,83,72
2013,12/4/12,Tennessee St.,Drexel,H,W,76,66
2013,12/8/12,Tennessee St.,Missouri,A,L,38,68
2013,12/18/12,Tennessee St.,Middle Tennessee,A,L,48,77
2013,12/21/12,Tennessee St.,USC Upstate,H,W,67,64
2013,12/29/12,Tennessee St.,Eastern Illinois,H,W,67,59
2013,1/3/13,Tennessee St.,Tennessee Tech,A,W,72,66
2013,1/5/13,Tennessee St.,Jacksonville St.,A,W,66,57
2013,1/10/13,Tennessee St.,Tennessee Martin,H,W,80,48
2013,1/12/13,Tennessee St.,Southeast Missouri S,H,W,81,69
2013,1/17/13,Tennessee St.,Jacksonville St.,H,W,66,60
2013,1/19/13,Tennessee St.,Belmont,A,L,66,78
2013,1/24/13,Tennessee St.,Eastern Kentucky,A,L,67,76
2013,1/26/13,Tennessee St.,Morehead St.,A,L,69,78
2013,1/31/13,Tennessee St.,Tennessee Tech,H,W,84,65
2013,2/7/13,Tennessee St.,Austin Peay,A,W,88,82
2013,2/9/13,Tennessee St.,Murray St.,A,L,48,69
2013,2/14/13,Tennessee St.,Belmont,H,W,80,69
2013,2/20/13,Tennessee St.,SIU Edwardsville,A,W,83,73
2013,2/23/13,Tennessee St.,Loyola MD,H,L,67,69
2013,2/28/13,Tennessee St.,Morehead St.,H,L,100,101
2013,3/2/13,Tennessee St.,Eastern Kentucky,H,W,85,81
2013,3/7/13,Tennessee St.,Morehead St.,N,W,88,75
2013,3/8/13,Tennessee St.,Belmont,N,L,73,82
2013,3/19/13,Tennessee St.,Evansville,A,L,72,84
2013,11/13/12,Northwestern,Texas Southern,H,W,79,49
2013,11/15/12,Northwestern,Mississippi Valley S,H,W,81,68
2013,11/18/12,Northwestern,Fairleigh Dickinson,H,W,80,53
2013,11/20/12,Northwestern,Delaware St.,H,W,69,50
2013,11/23/12,Northwestern,TCU,N,W,55,31
2013,11/24/12,Northwestern,Illinois St.,N,W,72,69
2013,11/27/12,Northwestern,Maryland,H,L,57,77
2013,12/1/12,Northwestern,Illinois Chicago,H,L,44,50
2013,12/4/12,Northwestern,Baylor,A,W,74,70
2013,12/8/12,Northwestern,Butler,H,L,65,74
2013,12/17/12,Northwestern,Texas St.,H,W,74,68
2013,12/21/12,Northwestern,Stanford,H,L,68,70
2013,12/23/12,Northwestern,Brown,H,W,63,42
2013,1/3/13,Northwestern,Michigan,H,L,66,94
2013,1/6/13,Northwestern,Minnesota,A,L,51,69
2013,1/10/13,Northwestern,Penn St.,A,W,70,54
2013,1/13/13,Northwestern,Iowa,H,L,50,70
2013,1/17/13,Northwestern,Illinois,A,W,68,54
2013,1/20/13,Northwestern,Indiana,H,L,59,67
2013,1/23/13,Northwestern,Minnesota,H,W,55,48
2013,1/26/13,Northwestern,Nebraska,A,L,49,64
2013,1/30/13,Northwestern,Michigan,A,L,46,68
2013,2/2/13,Northwestern,Purdue,H,W,75,60
2013,2/9/13,Northwestern,Iowa,A,L,57,71
2013,2/14/13,Northwestern,Ohio St.,A,L,59,69
2013,2/17/13,Northwestern,Illinois,H,L,41,62
2013,2/20/13,Northwestern,Wisconsin,H,L,41,69
2013,2/24/13,Northwestern,Purdue,A,L,43,74
2013,2/28/13,Northwestern,Ohio St.,H,L,53,63
2013,3/7/13,Northwestern,Penn St.,H,L,59,66
2013,3/10/13,Northwestern,Michigan St.,A,L,61,71
2013,3/14/13,Northwestern,Iowa,N,L,59,73
2013,11/9/12,UC Davis,Oklahoma St.,A,L,65,73
2013,11/18/12,UC Davis,Northern Arizona,H,L,82,85
2013,11/20/12,UC Davis,Sacramento St.,A,W,87,76
2013,11/28/12,UC Davis,Nevada,A,L,83,84
2013,12/1/12,UC Davis,Idaho,A,L,66,73
2013,12/5/12,UC Davis,San Jose St.,H,L,64,73
2013,12/15/12,UC Davis,Stanford,A,L,52,75
2013,12/17/12,UC Davis,Eastern Washington,H,W,87,65
2013,12/20/12,UC Davis,Southern Illinois,N,W,78,70
2013,12/21/12,UC Davis,Utah St.,A,L,61,73
2013,12/22/12,UC Davis,Nicholls St.,N,W,82,71
2013,12/29/12,UC Davis,UC Irvine,A,L,58,69
2013,1/5/13,UC Davis,Pacific,H,L,64,74
2013,1/10/13,UC Davis,Cal Poly,H,W,69,67
2013,1/12/13,UC Davis,UC Santa Barbara,H,L,59,66
2013,1/17/13,UC Davis,Cal St. Northridge,A,W,74,71
2013,1/19/13,UC Davis,Hawaii,A,W,93,82
2013,1/24/13,UC Davis,Cal St. Fullerton,H,L,88,95
2013,1/26/13,UC Davis,UC Riverside,H,W,79,72
2013,2/2/13,UC Davis,Pacific,A,L,64,77
2013,2/7/13,UC Davis,UC Santa Barbara,A,W,64,56
2013,2/9/13,UC Davis,Cal Poly,A,L,53,68
2013,2/14/13,UC Davis,Hawaii,H,W,89,65
2013,2/16/13,UC Davis,Cal St. Northridge,H,W,73,61
2013,2/20/13,UC Davis,Long Beach St.,A,L,65,71
2013,2/23/13,UC Davis,Northern Colorado,H,W,79,78
2013,2/28/13,UC Davis,UC Riverside,A,W,59,52
2013,3/2/13,UC Davis,Cal St. Fullerton,A,W,71,68
2013,3/7/13,UC Davis,Long Beach St.,H,L,76,77
2013,3/9/13,UC Davis,UC Irvine,H,L,85,88
2013,3/14/13,UC Davis,Cal Poly,N,L,41,64
2013,11/9/12,Tennessee Martin,Little Rock,A,L,68,84
2013,11/11/12,Tennessee Martin,Cincinnati,A,L,57,80
2013,11/16/12,Tennessee Martin,Arkansas St.,H,L,73,77
2013,11/24/12,Tennessee Martin,Bradley,A,L,57,80
2013,11/29/12,Tennessee Martin,Memphis,A,L,65,93
2013,12/1/12,Tennessee Martin,Kennesaw St.,H,W,65,63
2013,12/5/12,Tennessee Martin,Central Arkansas,A,L,86,87
2013,12/8/12,Tennessee Martin,Lipscomb,A,L,62,86
2013,12/15/12,Tennessee Martin,Saint Louis,A,L,51,73
2013,12/19/12,Tennessee Martin,Samford,H,L,62,75
2013,12/29/12,Tennessee Martin,Southeast Missouri S,A,L,60,65
2013,12/31/12,Tennessee Martin,Jacksonville St.,H,L,54,64
2013,1/3/13,Tennessee Martin,Murray St.,H,L,62,73
2013,1/5/13,Tennessee Martin,Austin Peay,H,W,76,74
2013,1/10/13,Tennessee Martin,Tennessee St.,A,L,48,80
2013,1/12/13,Tennessee Martin,Belmont,A,L,53,90
2013,1/19/13,Tennessee Martin,Morehead St.,H,L,74,88
2013,1/24/13,Tennessee Martin,Eastern Illinois,A,L,56,69
2013,1/26/13,Tennessee Martin,SIU Edwardsville,A,W,65,62
2013,1/31/13,Tennessee Martin,Eastern Kentucky,H,W,72,65
2013,2/7/13,Tennessee Martin,Eastern Illinois,H,L,65,93
2013,2/9/13,Tennessee Martin,SIU Edwardsville,H,W,77,68
2013,2/16/13,Tennessee Martin,Southeast Missouri S,H,L,74,96
2013,2/21/13,Tennessee Martin,Tennessee Tech,A,L,68,83
2013,2/23/13,Tennessee Martin,Longwood,H,W,89,79
2013,2/28/13,Tennessee Martin,Murray St.,A,W,69,68
2013,3/2/13,Tennessee Martin,Austin Peay,A,L,58,91
2013,3/6/13,Tennessee Martin,Morehead St.,N,L,66,73
2013,11/10/12,Northern Arizona,Oregon,A,L,73,83
2013,11/12/12,Northern Arizona,UNLV,A,L,54,92
2013,11/18/12,Northern Arizona,UC Davis,A,W,85,82
2013,11/23/12,Northern Arizona,Jacksonville St.,N,L,48,50
2013,11/24/12,Northern Arizona,Campbell,N,W,70,62
2013,11/28/12,Northern Arizona,Arizona,A,L,50,93
2013,12/1/12,Northern Arizona,Sam Houston St.,H,W,77,60
2013,12/5/12,Northern Arizona,Loyola Marymount,H,L,86,92
2013,12/17/12,Northern Arizona,Montana St.,H,W,87,80
2013,12/19/12,Northern Arizona,Montana,H,L,56,62
2013,12/21/12,Northern Arizona,Colorado,A,L,51,98
2013,12/27/12,Northern Arizona,BYU,A,L,54,84
2013,1/3/13,Northern Arizona,Sacramento St.,H,W,57,50
2013,1/5/13,Northern Arizona,Southern Utah,H,L,77,90
2013,1/10/13,Northern Arizona,Eastern Washington,A,L,59,82
2013,1/12/13,Northern Arizona,Portland St.,A,L,74,79
2013,1/17/13,Northern Arizona,Weber St.,A,L,70,83
2013,1/19/13,Northern Arizona,Idaho St.,A,W,60,55
2013,1/24/13,Northern Arizona,Northern Colorado,H,W,67,65
2013,1/26/13,Northern Arizona,North Dakota,H,L,79,81
2013,2/2/13,Northern Arizona,Southern Utah,A,L,67,78
2013,2/4/13,Northern Arizona,Sacramento St.,A,W,62,61
2013,2/7/13,Northern Arizona,Portland St.,H,W,79,72
2013,2/9/13,Northern Arizona,Eastern Washington,H,L,74,77
2013,2/14/13,Northern Arizona,Northern Colorado,A,L,68,76
2013,2/16/13,Northern Arizona,North Dakota,A,W,74,72
2013,2/23/13,Northern Arizona,Hawaii,A,L,50,84
2013,2/28/13,Northern Arizona,Idaho St.,H,W,67,58
2013,3/2/13,Northern Arizona,Weber St.,H,L,78,80
2013,3/7/13,Northern Arizona,Montana St.,A,L,79,83
2013,3/9/13,Northern Arizona,Montana,A,L,50,63
2013,3/14/13,Northern Arizona,Weber St.,N,L,58,84
2013,11/9/12,UMKC,Seton Hall,N,L,36,75
2013,11/17/12,UMKC,Albany,N,L,59,62
2013,11/18/12,UMKC,Norfolk St.,N,W,63,57
2013,11/23/12,UMKC,Ohio St.,A,L,45,91
2013,11/29/12,UMKC,IUPUI,H,W,79,65
2013,12/1/12,UMKC,Western Illinois,H,L,63,68
2013,12/5/12,UMKC,North Dakota,A,W,73,70
2013,12/8/12,UMKC,Louisville,A,L,47,99
2013,12/16/12,UMKC,Appalachian St.,H,L,71,81
2013,12/19/12,UMKC,Iowa St.,H,L,61,76
2013,12/22/12,UMKC,Southeast Missouri S,H,L,65,66
2013,12/29/12,UMKC,Kansas St.,A,L,44,52
2013,12/31/12,UMKC,Nebraska Omaha,A,L,65,77
2013,1/3/13,UMKC,South Dakota St.,H,L,61,77
2013,1/5/13,UMKC,North Dakota St.,H,L,44,63
2013,1/9/13,UMKC,Utah Valley,H,L,66,78
2013,1/12/13,UMKC,South Dakota,A,W,90,86
2013,1/17/13,UMKC,Oakland,A,L,68,81
2013,1/19/13,UMKC,IPFW,A,W,63,59
2013,1/22/13,UMKC,Houston Christian,H,L,61,63
2013,1/26/13,UMKC,Nebraska Omaha,H,L,59,67
2013,1/31/13,UMKC,North Dakota St.,A,L,34,71
2013,2/2/13,UMKC,South Dakota St.,A,L,57,88
2013,2/6/13,UMKC,Houston Christian,A,L,45,66
2013,2/9/13,UMKC,South Dakota,H,W,80,65
2013,2/14/13,UMKC,IPFW,H,L,60,65
2013,2/16/13,UMKC,Oakland,H,L,74,86
2013,2/23/13,UMKC,Tennessee Tech,A,L,62,68
2013,2/28/13,UMKC,Western Illinois,A,L,50,53
2013,3/2/13,UMKC,IUPUI,A,W,48,44
2013,3/10/13,UMKC,North Dakota St.,N,L,58,69
2013,11/9/12,Alabama St.,Middle Tennessee,A,L,53,97
2013,11/11/12,Alabama St.,Florida,A,L,35,84
2013,11/13/12,Alabama St.,UCF,A,L,56,85
2013,11/16/12,Alabama St.,Savannah St.,H,L,54,59
2013,11/25/12,Alabama St.,Troy,A,L,62,66
2013,12/8/12,Alabama St.,Chicago St.,A,L,54,67
2013,12/10/12,Alabama St.,Detroit,A,L,68,81
2013,12/13/12,Alabama St.,Troy,H,W,74,68
2013,12/15/12,Alabama St.,Evansville,A,L,67,80
2013,12/17/12,Alabama St.,Georgia Tech,A,L,41,75
2013,12/19/12,Alabama St.,Pepperdine,N,L,58,66
2013,12/20/12,Alabama St.,UT Rio Grande Valley,N,L,70,76
2013,1/2/13,Alabama St.,Jackson St.,H,W,70,66
2013,1/4/13,Alabama St.,Grambling St.,H,W,69,56
2013,1/6/13,Alabama St.,Arkansas Pine Bluff,A,L,58,73
2013,1/8/13,Alabama St.,Mississippi Valley S,A,W,69,65
2013,1/12/13,Alabama St.,Alabama A&M,A,L,57,64
2013,1/19/13,Alabama St.,Southern,H,L,67,79
2013,1/21/13,Alabama St.,Alcorn St.,H,W,49,46
2013,1/26/13,Alabama St.,Prairie View A&M,A,L,72,74
2013,1/28/13,Alabama St.,Texas Southern,A,L,65,97
2013,2/2/13,Alabama St.,Arkansas Pine Bluff,H,L,77,81
2013,2/4/13,Alabama St.,Mississippi Valley S,H,W,73,65
2013,2/9/13,Alabama St.,Alabama A&M,H,W,69,62
2013,2/16/13,Alabama St.,Southern,A,L,49,58
2013,2/18/13,Alabama St.,Alcorn St.,A,W,66,58
2013,2/23/13,Alabama St.,Prairie View A&M,H,L,56,65
2013,2/25/13,Alabama St.,Texas Southern,H,L,50,70
2013,2/28/13,Alabama St.,Jackson St.,A,L,65,70
2013,3/2/13,Alabama St.,Grambling St.,A,W,74,62
2013,3/14/13,Alabama St.,Jackson St.,N,L,59,66
2013,11/9/12,Radford,Wake Forest,A,L,67,79
2013,11/16/12,Radford,Towson,N,L,67,75
2013,11/17/12,Radford,Kennesaw St.,N,W,67,58
2013,11/18/12,Radford,Eastern Kentucky,A,L,75,83
2013,11/24/12,Radford,The Citadel,A,W,74,61
2013,11/28/12,Radford,Hampton,H,W,73,64
2013,12/4/12,Radford,Delaware,A,L,59,68
2013,12/8/12,Radford,William & Mary,H,L,55,60
2013,12/19/12,Radford,Charlotte,A,L,52,68
2013,12/22/12,Radford,West Virginia,A,L,62,72
2013,1/2/13,Radford,North Carolina A&T,A,L,77,81
2013,1/5/13,Radford,Charleston Southern,H,L,74,81
2013,1/9/13,Radford,High Point,H,W,59,54
2013,1/12/13,Radford,UNC Asheville,A,L,61,79
2013,1/16/13,Radford,Longwood,H,W,82,72
2013,1/19/13,Radford,Gardner Webb,A,W,52,51
2013,1/23/13,Radford,Campbell,A,L,60,69
2013,1/26/13,Radford,Winthrop,H,W,58,57
2013,1/30/13,Radford,VMI,H,L,69,70
2013,2/2/13,Radford,Coastal Carolina,A,L,52,62
2013,2/5/13,Radford,Liberty,A,L,70,75
2013,2/9/13,Radford,Presbyterian,H,W,76,65
2013,2/13/13,Radford,VMI,A,W,82,79
2013,2/16/13,Radford,Longwood,A,L,61,76
2013,2/19/13,Radford,Campbell,H,L,66,72
2013,2/24/13,Radford,Siena,A,L,57,65
2013,2/27/13,Radford,High Point,A,W,63,58
2013,3/2/13,Radford,Liberty,H,L,56,73
2013,3/5/13,Radford,Winthrop,N,L,58,60
2013,11/9/12,Miami OH,North Carolina St.,A,L,59,97
2013,11/13/12,Miami OH,Grambling St.,H,W,80,54
2013,11/18/12,Miami OH,Louisville,A,L,39,80
2013,11/21/12,Miami OH,William & Mary,A,W,72,59
2013,11/24/12,Miami OH,James Madison,H,W,76,58
2013,12/1/12,Miami OH,IPFW,A,L,56,57
2013,12/5/12,Miami OH,Evansville,A,L,68,94
2013,12/8/12,Miami OH,Dayton,A,L,61,83
2013,12/19/12,Miami OH,Wright St.,A,L,59,67
2013,12/22/12,Miami OH,Illinois Chicago,H,W,82,70
2013,1/2/13,Miami OH,Massachusetts,H,L,69,70
2013,1/9/13,Miami OH,Northern Illinois,H,L,61,72
2013,1/12/13,Miami OH,Buffalo,A,W,58,57
2013,1/16/13,Miami OH,Bowling Green,H,W,63,60
2013,1/19/13,Miami OH,Eastern Michigan,A,L,58,65
2013,1/23/13,Miami OH,Ohio,H,L,62,74
2013,1/26/13,Miami OH,Ball St.,H,L,62,82
2013,1/30/13,Miami OH,Western Michigan,H,L,68,72
2013,2/2/13,Miami OH,Central Michigan,A,W,70,61
2013,2/6/13,Miami OH,Toledo,A,L,64,65
2013,2/9/13,Miami OH,Akron,H,L,50,54
2013,2/13/13,Miami OH,Kent St.,A,L,70,87
2013,2/16/13,Miami OH,Buffalo,H,L,71,79
2013,2/23/13,Miami OH,Southern Illinois,A,L,68,74
2013,2/27/13,Miami OH,Bowling Green,A,L,44,52
2013,3/2/13,Miami OH,Kent St.,H,L,58,78
2013,3/5/13,Miami OH,Akron,A,L,58,72
2013,3/9/13,Miami OH,Ohio,A,L,54,58
2013,3/11/13,Miami OH,Bowling Green,A,W,63,52
2013,3/13/13,Miami OH,Eastern Michigan,N,L,47,58
2013,11/9/12,Virginia,George Mason,A,L,59,63
2013,11/12/12,Virginia,Fairfield,H,W,54,45
2013,11/13/12,Virginia,Delaware,H,L,53,59
2013,11/17/12,Virginia,Seattle,H,W,83,43
2013,11/19/12,Virginia,Lamar,H,W,63,44
2013,11/20/12,Virginia,North Texas,H,W,80,64
2013,11/28/12,Virginia,Wisconsin,A,W,60,54
2013,12/1/12,Virginia,Green Bay,H,W,67,51
2013,12/5/12,Virginia,Tennessee,H,W,46,38
2013,12/8/12,Virginia,Mississippi Valley S,H,W,67,39
2013,12/19/12,Virginia,Morgan St.,H,W,75,57
2013,12/22/12,Virginia,Old Dominion,N,L,61,63
2013,12/30/12,Virginia,Wofford,H,W,74,39
2013,1/6/13,Virginia,North Carolina,H,W,61,52
2013,1/9/13,Virginia,Wake Forest,A,L,52,55
2013,1/12/13,Virginia,Clemson,A,L,44,59
2013,1/19/13,Virginia,Florida St.,H,W,56,36
2013,1/24/13,Virginia,Virginia Tech,A,W,74,58
2013,1/26/13,Virginia,Boston College,H,W,65,51
2013,1/29/13,Virginia,North Carolina St.,H,W,58,55
2013,2/3/13,Virginia,Georgia Tech,A,L,60,66
2013,2/7/13,Virginia,Clemson,H,W,78,41
2013,2/10/13,Virginia,Maryland,A,W,80,69
2013,2/12/13,Virginia,Virginia Tech,H,W,73,55
2013,2/16/13,Virginia,North Carolina,A,L,81,93
2013,2/19/13,Virginia,Miami FL,A,L,50,54
2013,2/24/13,Virginia,Georgia Tech,H,W,82,54
2013,2/28/13,Virginia,Duke,H,W,73,68
2013,3/3/13,Virginia,Boston College,A,L,52,53
2013,3/7/13,Virginia,Florida St.,A,L,51,53
2013,3/10/13,Virginia,Maryland,H,W,61,58
2013,3/15/13,Virginia,North Carolina St.,N,L,56,75
2013,3/19/13,Virginia,Norfolk St.,H,W,67,56
2013,3/24/13,Virginia,St. John's,H,W,68,50
2013,3/27/13,Virginia,Iowa,H,L,64,75
2013,11/12/12,North Florida,Memphis,A,L,66,81
2013,11/14/12,North Florida,Savannah St.,A,L,47,54
2013,11/18/12,North Florida,Kansas St.,A,L,55,74
2013,11/21/12,North Florida,Florida St.,A,L,67,75
2013,11/27/12,North Florida,Bethune Cookman,A,W,71,65
2013,11/29/12,North Florida,Florida A&M,H,W,72,47
2013,12/1/12,North Florida,Minnesota,A,L,59,87
2013,12/8/12,North Florida,Pittsburgh,A,L,47,89
2013,12/17/12,North Florida,Colorado St.,A,L,55,83
2013,12/19/12,North Florida,Portland,A,L,64,74
2013,12/22/12,North Florida,Cal St. Bakersfield,N,W,80,70
2013,12/23/12,North Florida,Georgia Southern,N,W,74,46
2013,12/31/12,North Florida,Lipscomb,H,W,84,70
2013,1/2/13,North Florida,Northern Kentucky,H,L,52,65
2013,1/5/13,North Florida,Stetson,A,W,90,74
2013,1/7/13,North Florida,Florida Gulf Coast,A,L,73,75
2013,1/10/13,North Florida,Mercer,H,L,47,66
2013,1/12/13,North Florida,Kennesaw St.,H,W,81,72
2013,1/18/13,North Florida,Jacksonville,H,L,68,77
2013,1/24/13,North Florida,USC Upstate,A,L,57,63
2013,1/26/13,North Florida,East Tennessee St.,A,L,75,89
2013,1/31/13,North Florida,Florida Gulf Coast,H,L,75,89
2013,2/2/13,North Florida,Stetson,H,W,64,59
2013,2/7/13,North Florida,Kennesaw St.,A,W,60,52
2013,2/9/13,North Florida,Mercer,A,L,44,64
2013,2/15/13,North Florida,Jacksonville,A,L,68,70
2013,2/21/13,North Florida,East Tennessee St.,H,W,77,64
2013,2/23/13,North Florida,USC Upstate,H,W,77,53
2013,2/28/13,North Florida,Northern Kentucky,A,L,45,72
2013,3/2/13,North Florida,Lipscomb,A,W,85,78
2013,3/6/13,North Florida,Florida Gulf Coast,N,L,63,73
2013,11/9/12,Cal Poly,TCU,A,L,46,53
2013,11/15/12,Cal Poly,Northern Colorado,H,W,64,53
2013,11/19/12,Cal Poly,Fresno St.,H,L,67,76
2013,11/25/12,Cal Poly,UCLA,A,W,70,68
2013,12/1/12,Cal Poly,Saint Mary's,A,L,68,86
2013,12/11/12,Cal Poly,Nevada,A,L,56,69
2013,12/17/12,Cal Poly,Santa Clara,A,L,64,72
2013,12/20/12,Cal Poly,Washington,A,L,62,75
2013,12/29/12,Cal Poly,UC Riverside,A,W,58,48
2013,1/3/13,Cal Poly,Long Beach St.,H,W,79,73
2013,1/5/13,Cal Poly,UC Irvine,H,W,72,67
2013,1/10/13,Cal Poly,UC Davis,A,L,67,69
2013,1/12/13,Cal Poly,Pacific,A,L,55,77
2013,1/19/13,Cal Poly,UC Santa Barbara,A,L,81,83
2013,1/24/13,Cal Poly,Hawaii,H,W,88,59
