year,date,team1,team2,team1_venue,team1_outcome,team1_score,team2_score,team1_history_1,team1_history_2,team1_history_3,team1_history_4,team1_history_5,team1_history_6,team1_history_7,team1_history_8,team1_history_9,team1_history_10,team2_history_1,team2_history_2,team2_history_3,team2_history_4,team2_history_5,team2_history_6,team2_history_7,team2_history_8,team2_history_9,team2_history_10
2019,3/9/19,UT Arlington,Texas St.,H,W,81,73,L,W,W,W,L,L,L,W,W,W,L,L,W,W,W,W,L,W,W,L
2019,3/16/19,UT Arlington,Georgia Southern,N,W,67,58,W,W,W,L,L,L,W,W,W,W,W,L,W,W,W,W,W,W,L,W
2019,3/17/19,UT Arlington,Georgia St.,N,L,64,73,W,W,L,L,L,W,W,W,W,W,L,L,W,W,W,L,W,W,W,W
2019,12/22/18,Cal St. Northridge,SIU Edwardsville,N,W,85,79,L,L,L,W,L,L,W,L,L,L,L,L,L,L,L,W,L,L,L,L
2019,12/23/18,Cal St. Northridge,Rider,N,W,81,80,L,L,W,L,L,W,L,L,L,W,L,W,W,L,L,W,W,L,L,W
2019,12/29/18,Cal St. Northridge,Morgan St.,H,W,94,86,L,W,L,L,W,L,L,L,W,W,L,L,L,W,W,L,L,W,W,L
2019,1/5/19,Cal St. Northridge,Yale,H,L,90,94,L,L,W,L,L,L,W,W,W,L,L,L,W,W,W,L,W,W,W,W
2019,1/12/19,Cal St. Northridge,Cal Poly,A,W,78,74,W,L,L,L,W,W,W,L,L,W,L,L,W,L,W,L,L,L,L,L
2019,1/19/19,Cal St. Northridge,UC Irvine,H,L,68,74,L,L,W,W,W,L,L,W,W,L,W,W,W,W,L,L,W,W,W,L
2019,1/23/19,Cal St. Northridge,Long Beach St.,H,W,86,71,L,W,W,W,L,L,W,W,L,L,L,W,L,L,W,W,L,W,W,L
2019,1/30/19,Cal St. Northridge,Cal St. Fullerton,A,L,71,78,W,W,W,L,L,W,W,L,L,W,L,L,W,L,L,L,W,W,W,W
2019,2/2/19,Cal St. Northridge,Cal Poly,H,W,83,65,W,W,L,L,W,W,L,L,W,L,L,L,L,L,L,L,L,L,L,W
2019,2/6/19,Cal St. Northridge,UC Santa Barbara,A,L,64,70,W,L,L,W,W,L,L,W,L,W,L,W,W,W,W,W,L,W,L,W
2019,2/13/19,Cal St. Northridge,UC Davis,A,L,59,76,L,L,W,W,L,L,W,L,W,L,L,L,L,L,L,W,L,W,W,W
2019,2/16/19,Cal St. Northridge,Cal St. Fullerton,H,L,71,78,L,W,W,L,L,W,L,W,L,L,L,L,W,W,W,W,W,L,W,W
2019,2/20/19,Cal St. Northridge,Long Beach St.,A,L,78,80,W,W,L,L,W,L,W,L,L,L,W,L,L,L,L,L,L,W,L,L
2019,2/23/19,Cal St. Northridge,UC Davis,H,W,81,76,W,L,L,W,L,W,L,L,L,L,L,L,W,L,W,W,W,W,W,L
2019,3/7/19,Cal St. Northridge,UC Santa Barbara,H,L,74,76,W,L,W,L,L,L,L,W,W,W,W,L,W,W,L,L,L,W,W,L
2019,3/9/19,Cal St. Northridge,UC Irvine,A,L,74,86,L,W,L,L,L,L,W,W,W,L,W,W,W,W,W,W,W,W,W,W
2019,3/14/19,Cal St. Northridge,UC Santa Barbara,N,L,68,71,W,L,L,L,L,W,W,W,L,L,W,W,L,L,L,W,W,L,W,W
2019,3/19/19,Cal St. Northridge,Utah Valley,A,L,84,92,L,L,L,L,W,W,W,L,L,L,L,W,W,W,W,W,W,W,W,L
2019,12/20/18,Holy Cross,Canisius,H,W,65,63,W,L,L,W,W,W,L,W,W,L,L,W,L,L,L,L,L,L,W,W
2019,12/22/18,Holy Cross,Siena,H,W,60,57,L,L,W,W,W,L,W,W,L,W,W,W,L,L,L,L,W,L,W,L
2019,1/3/19,Holy Cross,Loyola MD,A,W,80,73,W,W,W,L,W,W,L,W,W,W,L,L,W,L,W,L,W,L,L,L
2019,1/6/19,Holy Cross,Navy,A,L,48,50,W,W,L,W,W,L,W,W,W,W,W,W,L,L,L,W,L,L,L,W
2019,1/19/19,Holy Cross,Loyola MD,H,L,65,67,W,L,W,W,W,W,L,L,W,L,L,W,L,L,L,L,L,L,W,W
2019,1/23/19,Holy Cross,Army,A,L,57,76,L,W,W,W,W,L,L,W,L,L,L,W,L,L,L,W,W,L,W,W
2019,1/26/19,Holy Cross,Navy,H,W,69,64,W,W,W,W,L,L,W,L,L,L,L,L,L,W,W,L,L,W,L,L
2019,1/30/19,Holy Cross,Boston University,A,L,54,68,W,W,W,L,L,W,L,L,L,W,W,L,L,W,L,W,L,L,L,L
2019,2/6/19,Holy Cross,Army,H,W,56,42,W,L,L,W,L,L,L,W,L,L,L,W,W,L,W,W,W,W,L,L
2019,2/13/19,Holy Cross,Colgate,H,L,70,74,L,W,L,L,L,W,L,L,W,L,L,W,L,W,W,L,W,L,W,W
2019,2/18/19,Holy Cross,Boston University,H,L,60,70,L,L,L,W,L,L,W,L,L,W,L,L,L,L,W,W,L,L,L,L
2019,2/27/19,Holy Cross,Colgate,A,L,59,79,L,W,L,L,W,L,L,W,L,W,W,L,W,L,W,W,W,W,W,W
2019,1/3/19,Louisiana Tech,North Texas,A,L,59,63,L,L,L,W,W,W,W,W,W,W,W,W,W,W,L,W,W,W,W,W
2019,1/5/19,Louisiana Tech,Rice,A,L,66,78,L,L,W,W,W,W,W,W,W,L,W,L,L,L,L,L,W,L,L,W
2019,1/17/19,Louisiana Tech,Old Dominion,A,L,63,64,W,W,W,W,W,W,L,L,W,W,W,W,W,W,W,W,L,W,L,W
2019,1/19/19,Louisiana Tech,Charlotte,A,L,40,55,W,W,W,W,W,L,L,W,W,L,L,W,L,L,L,L,L,L,W,L
2019,1/24/19,Louisiana Tech,Marshall,H,W,89,80,W,W,W,W,L,L,W,W,L,L,W,W,L,L,W,W,W,W,W,L
2019,1/26/19,Louisiana Tech,Western Kentucky,H,W,62,50,W,W,W,L,L,W,W,L,L,W,L,W,W,W,L,L,L,W,W,W
2019,2/2/19,Louisiana Tech,FIU,A,L,69,75,W,L,L,W,W,L,L,W,W,L,L,W,L,W,L,W,L,W,L,L
2019,2/14/19,Louisiana Tech,UTEP,H,W,71,57,L,W,W,L,L,W,W,L,L,L,L,W,L,L,L,W,L,L,L,W
2019,2/16/19,Louisiana Tech,UTSA,H,W,72,67,W,W,L,L,W,W,L,L,L,W,W,L,L,W,W,L,W,W,W,L
2019,2/23/19,Louisiana Tech,North Texas,H,W,66,53,W,L,L,W,W,L,L,L,W,W,L,W,L,W,L,W,W,L,L,L
2019,2/28/19,Louisiana Tech,Marshall,H,L,79,90,L,L,W,W,L,L,L,W,W,W,W,L,L,L,W,L,L,L,L,W
2019,3/3/19,Louisiana Tech,FIU,A,L,76,83,L,W,W,L,L,L,W,W,W,L,L,W,L,L,W,L,L,W,W,W
2019,3/14/19,Louisiana Tech,Old Dominion,N,L,56,57,L,L,L,W,W,W,L,L,W,W,L,W,W,W,W,W,W,W,L,L
2019,12/21/18,La Salle,Alabama A&M,N,W,80,57,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
2019,12/22/18,La Salle,Towson,N,W,57,51,L,L,L,L,L,L,L,L,L,W,L,L,L,L,W,L,L,L,W,W
2019,1/5/19,La Salle,Massachusetts,A,W,69,60,L,L,L,L,L,L,L,L,W,W,L,W,W,L,W,L,W,L,W,L
2019,1/9/19,La Salle,VCU,A,L,63,69,L,L,L,L,L,L,L,W,W,W,L,W,L,W,W,L,L,W,W,W
2019,1/12/19,La Salle,Saint Louis,H,L,64,71,L,L,L,L,L,L,W,W,W,L,W,W,L,W,L,W,L,W,W,W
2019,1/16/19,La Salle,George Washington,H,L,56,59,L,L,L,L,L,W,W,W,L,L,L,L,W,L,W,L,W,W,L,L
2019,1/19/19,La Salle,Rhode Island,H,L,67,78,L,L,L,L,W,W,W,L,L,L,W,W,L,W,L,W,L,W,L,W
2019,1/23/19,La Salle,Fordham,A,W,73,71,L,L,L,W,W,W,L,L,L,L,W,L,W,W,L,L,L,L,L,L
2019,1/30/19,La Salle,Massachusetts,H,W,60,51,L,L,W,W,W,L,L,L,L,W,L,W,L,L,L,L,L,L,L,W
2019,2/10/19,La Salle,George Mason,A,L,76,84,W,W,L,L,L,L,W,W,W,W,W,W,L,W,W,W,W,W,L,L
2019,2/13/19,La Salle,Duquesne,H,W,73,72,W,L,L,L,L,W,W,W,W,L,W,W,W,W,W,L,W,L,L,W
2019,2/16/19,La Salle,Saint Louis,A,L,49,62,L,L,L,L,W,W,W,W,L,W,W,W,W,L,L,L,L,W,L,W
2019,2/27/19,La Salle,Davidson,H,W,79,69,L,W,W,W,W,L,W,L,L,L,W,W,W,W,W,L,W,W,L,W
2019,3/9/19,La Salle,Fordham,H,W,72,57,W,W,L,W,L,L,L,W,L,L,L,W,L,L,W,L,L,L,L,W
2019,3/14/19,La Salle,Rhode Island,N,L,57,76,W,L,W,L,L,L,W,L,L,W,W,L,L,L,L,L,W,W,W,W
2019,12/22/18,Wright St.,Mississippi St.,N,L,63,67,W,L,W,W,L,L,L,L,L,W,W,W,L,W,W,W,W,W,W,W
2019,12/28/18,Wright St.,Illinois Chicago,H,L,72,75,L,W,W,L,L,L,L,L,W,L,L,L,W,W,L,L,W,L,L,W
2019,1/3/19,Wright St.,Detroit,A,L,58,79,W,L,L,L,L,L,W,L,L,W,W,W,L,L,L,L,L,L,W,W
2019,1/11/19,Wright St.,Northern Kentucky,A,L,64,68,L,L,L,L,W,L,L,W,L,W,W,W,L,L,W,W,W,W,L,W
2019,1/17/19,Wright St.,Youngstown St.,A,W,80,74,L,L,L,W,L,L,W,L,W,L,L,L,W,L,L,L,L,W,L,W
2019,1/19/19,Wright St.,Cleveland St.,A,W,89,66,L,L,W,L,L,W,L,W,L,W,W,L,W,L,L,L,L,L,L,L
2019,1/24/19,Wright St.,Milwaukee,H,W,56,54,L,W,L,L,W,L,W,L,W,W,L,W,W,L,W,L,W,L,W,W
2019,1/26/19,Wright St.,Green Bay,H,W,87,75,W,L,L,W,L,W,L,W,W,W,L,L,W,W,W,L,L,L,W,L
2019,2/1/19,Wright St.,Illinois Chicago,A,L,53,67,L,L,W,L,W,L,W,W,W,W,W,W,L,L,W,W,L,L,W,L
2019,2/9/19,Wright St.,Detroit,H,W,83,60,L,W,L,W,W,W,W,L,W,W,W,L,W,W,L,L,L,W,L,L
2019,2/15/19,Wright St.,Northern Kentucky,H,W,81,77,W,L,W,W,W,W,L,W,W,W,W,W,W,W,W,W,L,L,W,W
2019,2/21/19,Wright St.,Cleveland St.,H,W,87,61,L,W,W,W,W,L,W,W,W,W,L,L,L,W,L,L,L,W,L,W
2019,2/23/19,Wright St.,Youngstown St.,H,W,82,54,W,W,W,W,L,W,W,W,W,W,L,L,L,W,W,W,W,W,W,L
2019,2/28/19,Wright St.,Green Bay,A,L,67,70,W,W,W,L,W,W,W,W,W,W,W,L,L,W,W,L,W,W,W,L
2019,3/2/19,Wright St.,Milwaukee,A,W,65,62,W,W,L,W,W,W,W,W,W,L,L,L,L,L,L,L,L,L,L,L
2019,3/11/19,Wright St.,Green Bay,N,W,66,54,L,W,W,W,W,W,W,L,W,W,W,W,L,W,W,W,L,W,L,W
2019,3/12/19,Wright St.,Northern Kentucky,N,L,66,77,W,W,W,W,W,W,L,W,W,W,L,W,W,L,W,L,W,W,W,W
2019,12/8/18,Monmouth,Albany,A,L,63,82,L,L,L,L,L,L,L,L,L,L,W,L,L,L,L,W,L,L,L,L
2019,12/20/18,Monmouth,Yale,H,L,58,66,L,L,L,L,L,L,L,L,L,L,W,L,W,L,L,W,W,W,L,W
2019,12/31/18,Monmouth,Penn,A,W,76,74,L,L,L,L,L,L,L,L,L,L,W,W,L,L,W,W,W,W,W,L
2019,1/10/19,Monmouth,Quinnipiac,A,L,83,89,L,L,L,L,L,L,L,W,L,W,W,L,L,W,W,L,W,L,W,L
2019,1/14/19,Monmouth,Siena,A,W,63,60,L,L,L,L,L,W,L,W,L,W,L,W,L,W,L,L,W,L,L,W
2019,1/17/19,Monmouth,Fairfield,H,W,74,57,L,L,L,L,W,L,W,L,W,W,L,L,L,L,W,L,L,W,W,L
2019,1/24/19,Monmouth,Canisius,A,L,66,80,L,L,W,L,W,L,W,W,W,W,W,L,L,W,W,L,L,L,W,W
2019,1/26/19,Monmouth,Niagara,A,L,48,75,L,W,L,W,L,W,W,W,W,L,W,W,L,L,L,W,L,L,W,L
2019,1/31/19,Monmouth,Siena,H,W,66,55,W,L,W,L,W,W,W,W,L,L,L,L,W,L,L,W,L,W,W,W
2019,2/2/19,Monmouth,Rider,H,W,75,71,L,W,L,W,W,W,W,L,L,W,L,L,W,W,W,W,W,L,W,W
2019,2/9/19,Monmouth,Fairfield,A,W,61,49,L,W,W,W,W,L,L,W,W,W,W,W,L,L,L,L,W,L,W,L
2019,2/15/19,Monmouth,Rider,A,L,72,81,W,W,W,W,L,L,W,W,W,W,W,W,L,W,W,L,L,L,L,L
2019,2/22/19,Monmouth,Canisius,H,L,59,60,W,W,L,L,W,W,W,W,L,L,W,W,W,L,W,L,W,W,W,L
2019,2/24/19,Monmouth,Quinnipiac,H,L,56,68,W,L,L,W,W,W,W,L,L,L,L,W,W,L,W,W,W,L,W,L
2019,3/7/19,Monmouth,Niagara,N,W,76,72,L,W,W,W,W,L,L,L,L,W,W,L,L,L,L,W,L,L,W,L
2019,3/9/19,Monmouth,Quinnipiac,N,W,98,92,W,W,W,W,L,L,L,L,W,W,L,W,W,W,L,W,L,W,W,L
2019,3/10/19,Monmouth,Canisius,N,W,73,59,W,W,W,L,L,L,L,W,W,W,L,W,W,W,L,W,L,L,W,W
2019,12/15/18,UT Rio Grande Valley,Texas St.,H,L,68,77,L,W,W,L,L,W,W,L,W,W,L,W,L,W,W,W,W,W,W,W
2019,12/18/18,UT Rio Grande Valley,Rice,H,L,67,75,W,W,L,L,W,W,L,W,W,L,L,L,W,L,W,L,L,L,L,L
2019,12/28/18,UT Rio Grande Valley,Texas Tech,A,L,46,71,L,L,W,W,L,W,W,L,L,W,W,W,W,W,W,W,W,W,W,L
2019,1/3/19,UT Rio Grande Valley,UC Irvine,A,L,74,85,L,W,W,L,W,W,L,L,W,L,W,L,W,L,W,W,W,W,L,L
2019,1/5/19,UT Rio Grande Valley,Cal Baptist,A,W,81,74,W,W,L,W,W,L,L,W,L,L,L,L,L,L,W,W,L,W,W,W
2019,1/10/19,UT Rio Grande Valley,Cal St. Bakersfield,H,L,69,75,W,L,W,W,L,L,W,L,L,W,W,L,L,W,W,W,W,L,W,W
2019,1/12/19,UT Rio Grande Valley,Grand Canyon,H,L,65,69,L,W,W,L,L,W,L,L,W,L,W,W,L,L,W,W,L,W,W,L
2019,1/17/19,UT Rio Grande Valley,Utah Valley,A,L,61,82,W,W,L,L,W,L,L,W,L,L,W,L,W,W,W,W,W,L,L,W
2019,1/19/19,UT Rio Grande Valley,Seattle,A,W,67,62,W,L,L,W,L,L,W,L,L,L,W,W,L,W,W,W,L,L,L,L
2019,1/26/19,UT Rio Grande Valley,New Mexico St.,H,L,61,63,L,L,W,L,L,W,L,L,L,W,W,W,L,W,W,L,W,W,W,W
2019,1/31/19,UT Rio Grande Valley,Chicago St.,H,W,77,46,L,W,L,L,W,L,L,L,W,L,L,L,L,L,L,L,L,L,L,L
2019,2/2/19,UT Rio Grande Valley,UMKC,H,W,75,63,W,L,L,W,L,L,L,W,L,W,L,W,L,W,W,L,L,L,W,L
2019,2/7/19,UT Rio Grande Valley,Grand Canyon,A,W,72,69,L,L,W,L,L,L,W,L,W,W,W,L,W,W,L,W,W,W,W,W
2019,2/9/19,UT Rio Grande Valley,Cal St. Bakersfield,A,W,79,74,L,W,L,L,L,W,L,W,W,W,L,W,W,W,L,W,W,W,L,L
2019,2/14/19,UT Rio Grande Valley,Seattle,H,W,59,44,W,L,L,L,W,L,W,W,W,W,W,W,L,L,L,L,L,W,L,L
2019,2/16/19,UT Rio Grande Valley,Utah Valley,H,L,64,76,L,L,L,W,L,W,W,W,W,W,W,L,L,W,W,L,W,W,W,L
2019,2/23/19,UT Rio Grande Valley,New Mexico St.,A,L,79,88,L,L,W,L,W,W,W,W,W,L,W,W,W,W,W,W,W,W,W,W
2019,2/28/19,UT Rio Grande Valley,Chicago St.,A,W,82,77,L,W,L,W,W,W,W,W,L,L,L,L,L,L,L,L,L,L,L,L
2019,3/2/19,UT Rio Grande Valley,UMKC,A,W,75,70,W,L,W,W,W,W,W,L,L,W,L,W,L,L,L,W,W,L,L,L
2019,3/7/19,UT Rio Grande Valley,Cal Baptist,H,L,79,82,L,W,W,W,W,W,L,L,W,W,L,L,L,W,W,W,L,W,L,L
2019,3/14/19,UT Rio Grande Valley,Cal St. Bakersfield,N,W,85,70,W,W,W,W,W,L,L,W,W,L,W,L,L,L,W,L,L,L,L,L
2019,3/15/19,UT Rio Grande Valley,New Mexico St.,N,L,72,79,W,W,W,W,L,L,W,W,L,W,W,W,W,W,W,W,W,W,W,W
2019,3/20/19,UT Rio Grande Valley,Grambling St.,H,W,74,73,W,W,W,L,L,W,W,L,W,L,W,L,L,L,L,W,W,W,W,L
2019,3/25/19,UT Rio Grande Valley,Texas Southern,H,L,85,94,W,W,L,L,W,W,L,W,L,W,W,W,W,W,W,L,W,W,L,W
2019,12/19/18,Cleveland St.,Niagara,H,W,82,60,L,L,W,L,L,L,L,L,W,L,L,W,L,W,L,L,L,W,W,W
2019,12/30/18,Cleveland St.,Detroit,H,L,61,73,W,L,L,L,L,L,W,L,W,L,W,W,W,L,L,L,L,L,L,W
2019,1/3/19,Cleveland St.,Milwaukee,A,L,76,83,L,L,L,L,L,W,L,W,L,L,L,W,W,L,L,L,L,W,W,L
2019,1/5/19,Cleveland St.,Green Bay,A,L,89,90,L,L,L,L,W,L,W,L,L,L,W,L,W,W,L,L,L,L,W,W
2019,1/12/19,Cleveland St.,Illinois Chicago,A,L,56,73,L,L,W,L,W,L,L,L,L,L,L,L,W,L,L,W,W,L,L,W
2019,1/17/19,Cleveland St.,Northern Kentucky,H,L,76,91,L,W,L,W,L,L,L,L,L,L,W,L,L,W,W,W,W,L,W,W
2019,1/19/19,Cleveland St.,Wright St.,H,L,66,89,W,L,W,L,L,L,L,L,L,L,L,L,W,L,L,W,L,W,L,W
2019,1/26/19,Cleveland St.,Youngstown St.,H,W,72,62,L,W,L,L,L,L,L,L,L,L,W,L,L,L,L,W,L,W,L,L
2019,1/31/19,Cleveland St.,Detroit,A,L,64,78,W,L,L,L,L,L,L,L,L,W,L,W,W,W,L,W,W,L,L,L
2019,2/7/19,Cleveland St.,Green Bay,H,L,65,82,L,L,L,L,L,L,L,W,L,L,W,W,W,L,L,L,W,L,L,W
2019,2/9/19,Cleveland St.,Milwaukee,H,W,78,68,L,L,L,L,L,L,W,L,L,L,W,L,W,L,W,W,L,L,L,L
2019,2/14/19,Cleveland St.,Illinois Chicago,H,L,77,81,L,L,L,L,L,W,L,L,L,W,L,W,W,L,L,W,L,W,W,W
2019,2/21/19,Cleveland St.,Wright St.,A,L,61,87,L,L,L,W,L,L,L,W,L,W,L,W,W,W,W,L,W,W,W,W
2019,2/23/19,Cleveland St.,Northern Kentucky,A,W,83,77,L,L,W,L,L,L,W,L,W,L,W,W,W,W,L,L,W,W,L,W
2019,3/2/19,Cleveland St.,Youngstown St.,A,W,89,80,L,W,L,L,L,W,L,W,L,W,L,L,W,W,W,W,W,W,L,L
2019,12/28/18,Texas,UT Arlington,H,W,76,56,W,W,W,W,L,L,L,W,W,L,L,W,L,L,L,L,L,L,L,W
2019,1/2/19,Texas,Kansas St.,A,W,67,47,W,W,W,L,L,L,W,W,L,W,W,W,W,W,L,L,W,W,W,W
2019,1/5/19,Texas,West Virginia,H,W,61,54,W,W,L,L,L,W,W,L,W,W,W,W,W,W,L,W,L,W,W,L
2019,1/12/19,Texas,Texas Tech,H,L,62,68,L,L,L,W,W,L,W,W,W,L,W,W,W,W,W,L,W,W,W,W
2019,1/14/19,Texas,Kansas,A,L,78,80,L,L,W,W,L,W,W,W,L,L,W,W,W,W,L,W,W,L,W,W
2019,1/19/19,Texas,Oklahoma,H,W,75,72,L,W,W,L,W,W,W,L,L,L,W,W,W,W,W,L,W,L,W,L
2019,1/26/19,Texas,Georgia,A,L,88,98,W,L,W,W,W,L,L,L,W,L,L,W,W,W,L,W,L,L,L,L
2019,1/29/19,Texas,Kansas,H,W,73,63,L,W,W,W,L,L,L,W,L,L,L,W,W,L,W,W,W,L,W,L
2019,2/2/19,Texas,Iowa St.,A,L,60,65,W,W,W,L,L,L,W,L,L,W,W,W,W,L,L,W,W,L,W,W
2019,2/6/19,Texas,Baylor,H,W,84,72,W,W,L,L,L,W,L,L,W,L,W,L,W,L,W,W,W,W,W,W
2019,2/9/19,Texas,West Virginia,A,W,75,53,W,L,L,L,W,L,L,W,L,W,L,L,L,L,W,L,L,L,W,L
2019,2/12/19,Texas,Kansas St.,H,L,64,71,L,L,L,W,L,L,W,L,W,W,L,W,W,W,W,W,L,W,W,W
2019,2/23/19,Texas,Oklahoma,A,L,67,69,L,W,L,L,W,L,W,W,L,W,L,L,W,W,L,L,L,L,L,W
2019,2/27/19,Texas,Baylor,A,L,83,84,W,L,L,W,L,W,W,L,W,L,W,W,W,W,L,L,W,L,W,W
2019,3/2/19,Texas,Iowa St.,H,W,86,69,L,L,W,L,W,W,L,W,L,L,L,W,W,W,W,L,W,L,L,W
2019,3/4/19,Texas,Texas Tech,A,L,51,70,L,W,L,W,W,L,W,L,L,W,W,W,L,W,W,W,W,W,W,W
2019,3/14/19,Texas,Kansas,N,L,57,65,L,W,W,L,W,L,L,W,L,L,W,L,W,W,W,L,W,W,L,W
2019,3/19/19,Texas,South Dakota St.,H,W,79,73,W,W,L,W,L,L,W,L,L,L,W,W,W,W,L,W,W,W,W,L
2019,3/24/19,Texas,Xavier,H,W,78,76,W,L,W,L,L,W,L,L,L,W,W,W,W,W,W,L,W,W,L,W
2019,3/27/19,Texas,Colorado,H,W,68,55,L,W,L,L,W,L,L,L,W,W,L,L,W,W,W,W,W,L,W,W
2019,4/4/19,Texas,Lipscomb,N,W,81,66,L,L,W,L,L,L,W,W,W,W,L,W,W,W,W,L,W,W,W,W
2019,12/29/18,Tennessee,Tennessee Tech,H,W,96,53,W,W,W,L,W,W,W,W,W,W,L,L,L,L,L,W,L,L,L,W
2019,1/5/19,Tennessee,Georgia,H,W,96,50,W,W,L,W,W,W,W,W,W,W,W,W,L,L,W,W,L,W,W,W
2019,1/12/19,Tennessee,Florida,A,W,78,67,L,W,W,W,W,W,W,W,W,W,W,L,W,W,L,W,W,W,L,W
2019,1/19/19,Tennessee,Alabama,H,W,71,68,W,W,W,W,W,W,W,W,W,W,L,L,W,W,W,W,W,L,L,W
2019,1/23/19,Tennessee,Vanderbilt,A,W,88,83,W,W,W,W,W,W,W,W,W,W,W,W,L,W,W,L,L,L,L,L
2019,1/26/19,Tennessee,West Virginia,H,W,83,66,W,W,W,W,W,W,W,W,W,W,L,W,W,L,L,L,L,L,W,L
2019,1/29/19,Tennessee,South Carolina,A,W,92,70,W,W,W,W,W,W,W,W,W,W,L,L,L,W,W,W,W,L,W,L
2019,2/9/19,Tennessee,Florida,H,W,73,61,W,W,W,W,W,W,W,W,W,W,L,W,L,L,W,W,L,W,L,L
2019,2/13/19,Tennessee,South Carolina,H,W,85,73,W,W,W,W,W,W,W,W,W,W,W,W,W,L,W,L,L,W,L,W
2019,2/19/19,Tennessee,Vanderbilt,H,W,58,46,W,W,W,W,W,W,W,W,W,L,L,L,L,L,L,L,L,L,L,L
2019,2/23/19,Tennessee,LSU,A,L,80,82,W,W,W,W,W,W,W,W,L,W,W,W,W,W,L,W,W,W,W,L
2019,2/27/19,Tennessee,Mississippi,A,W,73,71,W,W,W,W,W,W,W,L,W,L,L,L,L,L,W,W,W,W,L,W
2019,3/5/19,Tennessee,Mississippi St.,H,W,71,54,W,W,W,W,W,L,W,L,W,W,L,W,L,L,W,W,W,W,W,L
2019,3/9/19,Tennessee,Auburn,A,L,80,84,W,W,W,W,L,W,L,W,W,W,W,W,L,L,W,W,L,W,W,W
2019,3/15/19,Tennessee,Mississippi St.,N,W,83,76,W,W,W,L,W,L,W,W,W,L,L,W,W,W,W,W,L,L,W,W
2019,3/17/19,Tennessee,Auburn,N,L,64,84,W,L,W,L,W,W,W,L,W,W,W,W,L,W,W,W,W,W,W,W
2019,3/22/19,Tennessee,Colgate,N,W,77,70,L,W,L,W,W,W,L,W,W,L,W,W,W,W,W,W,W,W,W,W
2019,1/3/19,Cal Baptist,New Mexico St.,H,W,82,76,W,L,L,L,L,W,W,L,W,W,W,W,W,W,L,W,W,L,W,W
2019,1/5/19,Cal Baptist,UT Rio Grande Valley,H,L,74,81,L,L,L,L,W,W,L,W,W,W,W,W,L,W,W,L,L,W,L,L
2019,1/10/19,Cal Baptist,UMKC,A,L,68,84,L,L,L,W,W,L,W,W,W,L,L,L,W,W,L,W,L,W,L,W
2019,1/12/19,Cal Baptist,Chicago St.,A,W,77,75,L,L,W,W,L,W,W,W,L,L,L,L,L,L,W,L,L,L,L,L
2019,1/24/19,Cal Baptist,Cal St. Bakersfield,H,L,84,88,L,W,W,L,W,W,W,L,L,W,W,W,W,L,W,W,W,L,W,W
2019,1/26/19,Cal Baptist,Grand Canyon,H,L,73,90,W,W,L,W,W,W,L,L,W,L,L,W,W,L,W,W,L,W,W,W
2019,1/30/19,Cal Baptist,Utah Valley,A,L,62,79,W,L,W,W,W,L,L,W,L,L,W,W,W,L,L,W,W,L,W,W
2019,2/2/19,Cal Baptist,Seattle,A,W,75,64,L,W,W,W,L,L,W,L,L,L,W,W,W,L,L,L,L,L,W,L
2019,2/7/19,Cal Baptist,Chicago St.,H,W,94,44,W,W,W,L,L,W,L,L,L,W,L,L,L,L,L,L,L,L,L,L
2019,2/9/19,Cal Baptist,UMKC,H,W,70,60,W,W,L,L,W,L,L,L,W,W,W,L,W,W,L,L,L,W,L,L
2019,2/21/19,Cal Baptist,Grand Canyon,A,L,58,91,W,L,L,W,L,L,L,W,W,W,L,W,W,W,W,W,L,L,L,W
2019,2/23/19,Cal Baptist,Cal St. Bakersfield,A,W,72,58,L,L,W,L,L,L,W,W,W,L,W,L,W,W,W,L,L,L,W,L
2019,2/28/19,Cal Baptist,Seattle,H,L,65,67,L,W,L,L,L,W,W,W,L,W,L,L,W,L,L,L,L,W,W,L
2019,3/2/19,Cal Baptist,Utah Valley,H,L,63,64,W,L,L,L,W,W,W,L,W,L,W,L,W,W,W,L,W,W,W,W
2019,3/7/19,Cal Baptist,UT Rio Grande Valley,A,W,82,79,L,L,L,W,W,W,L,W,L,L,L,W,W,W,W,W,L,L,W,W
2019,3/9/19,Cal Baptist,New Mexico St.,A,L,63,75,L,L,W,W,W,L,W,L,L,W,W,W,W,W,W,W,W,W,W,W
2019,3/20/19,Cal Baptist,Loyola Marymount,H,L,55,56,L,W,W,W,L,W,L,L,W,L,W,L,L,W,L,L,W,W,W,L
2019,12/16/18,UMBC,Florida Gulf Coast,H,L,53,76,L,W,W,W,L,L,L,W,W,L,L,L,W,L,L,L,L,L,L,W
2019,1/5/19,UMBC,Maine,H,W,61,52,W,W,L,L,L,W,W,L,L,L,L,L,L,L,W,L,L,L,L,L
2019,1/9/19,UMBC,Hartford,A,L,64,66,W,L,L,L,W,W,L,L,L,W,L,L,L,W,L,W,W,L,W,W
2019,1/12/19,UMBC,UMass Lowell,A,L,63,74,L,L,L,W,W,L,L,L,W,L,W,L,L,W,L,L,W,W,L,L
2019,1/19/19,UMBC,Albany,H,W,65,64,L,W,W,L,L,L,W,L,L,W,W,L,L,L,W,L,W,L,L,L
